MT-TF ENSG00000210049
RPS5P7 ENSG00000225381
EGFL8 ENSG00000242038
TRIM3 ENSG00000110171
SLC6A6P1 ENSG00000226818
AP2B1 ENSG00000006125
TMEM202-AS1 ENSG00000261423
SMPD3 ENSG00000103056
ZFYVE1 ENSG00000165861
LINC01226 ENSG00000284543
C1QTNF6 ENSG00000133466
RPS29P27 ENSG00000240320
YKT6 ENSG00000106636
LGALS14 ENSG00000006659
TMEM202 ENSG00000187806
PLAGL1 ENSG00000118495
TMEM128 ENSG00000132406
ATG9A ENSG00000198925
PHBP20 ENSG00000271072
CBL ENSG00000110395
ARIH1 ENSG00000166233
HDGFL2 ENSG00000167674
MTND6P29 ENSG00000283311
MTCYBP29 ENSG00000224880
OSCP1 ENSG00000116885
IL2RB ENSG00000100385
EFR3A ENSG00000132294
HOXD8 ENSG00000175879
LINC02482 ENSG00000251580
SELENOI ENSG00000138018
IQSEC2 ENSG00000124313
VN1R79P ENSG00000269885
VN1R78P ENSG00000268272
BNIP3P23 ENSG00000268335
BNIP3P20 ENSG00000271704
HAGLROS ENSG00000226363
ZNF66 ENSG00000160229
RGPD6 ENSG00000183054
HOXD1 ENSG00000128645
CD244 ENSG00000122223
LINC01323 ENSG00000241636
MAP3K6 ENSG00000142733
LINC01324 ENSG00000241767
BNIP3P22 ENSG00000268174
KCNQ1OT1 ENSG00000269821
HOXD-AS2 ENSG00000237380
PNPLA2 ENSG00000177666
ZNF737 ENSG00000237440
DENND6A-DT ENSG00000241933
SLC9B1P1 ENSG00000183704
HIST1H2APS3 ENSG00000218281
TTC9B ENSG00000174521
CIAPIN1 ENSG00000005194
HIST1H1D ENSG00000124575
ACTR3BP1 ENSG00000270242
HIST1H4F ENSG00000274618
ZNF280A ENSG00000169548
BNIP3P24 ENSG00000269040
GAPDHP55 ENSG00000224055
MTND1P12 ENSG00000225433
FUT11 ENSG00000196968
CYB5AP4 ENSG00000213882
ZNF826P ENSG00000231205
FRMD5 ENSG00000171877
HIGD1AP13 ENSG00000251019
NEDD9 ENSG00000111859
PLEKHF1 ENSG00000166289
RCC2P1 ENSG00000234385
LINC01094 ENSG00000251442
HIST1H4G ENSG00000275663
CNTD2 ENSG00000105219
ASS1P6 ENSG00000215583
DTD2 ENSG00000129480
MXRA5Y ENSG00000235649
CENPT ENSG00000102901
HIST1H3F ENSG00000277775
CIB2 ENSG00000136425
ZFYVE28 ENSG00000159733
SEC24C ENSG00000176986
NPFF ENSG00000139574
HIST1H2BH ENSG00000275713
HEATR5A ENSG00000129493
SPANXB1 ENSG00000227234
C19orf12 ENSG00000131943
ZNF626 ENSG00000188171
MYH7 ENSG00000092054
COL4A2-AS2 ENSG00000224821
ATF7 ENSG00000170653
CNN2P11 ENSG00000237383
SSTR4 ENSG00000132671
COL4A2 ENSG00000134871
LINC02850 ENSG00000236436
LDOC1 ENSG00000182195
CNN2P8 ENSG00000213355
SDCBP2P1 ENSG00000223389
CD37 ENSG00000104894
CRACR2B ENSG00000177685
HIST1H3G ENSG00000273983
SVEP1 ENSG00000165124
HIST1H2APS4 ENSG00000218690
ARSDP1 ENSG00000225117
RPS24P1 ENSG00000236477
ARSEP1 ENSG00000224060
FSTL5 ENSG00000168843
FAM8A4P ENSG00000232730
THBD ENSG00000178726
ARSFP1 ENSG00000232226
GYG2P1 ENSG00000206159
HYMAI ENSG00000283122
HIST1H2BI ENSG00000278588
STXBP4 ENSG00000166263
ZHX2 ENSG00000178764
PAPPA-AS1 ENSG00000256040
CYP4F32P ENSG00000223564
PAPPA-AS2 ENSG00000226604
ALS2 ENSG00000003393
SLC45A2 ENSG00000164175
ZBTB4 ENSG00000174282
PAICSP3 ENSG00000226840
PAPPA ENSG00000182752
C10orf105 ENSG00000214688
RPL12P16 ENSG00000204196
KCNJ6 ENSG00000157542
TRIM15 ENSG00000137384
RPL23AP36 ENSG00000225124
KIR2DL3 ENSG00000277554
RPL7P14 ENSG00000232994
VSIR ENSG00000107738
ACSBG1 ENSG00000103740
NBEAL1 ENSG00000144426
SLC35G6 ENSG00000259224
SPANXA2-OT1 ENSG00000277215
YAP1 ENSG00000137693
DSCR4 ENSG00000184029
GUSBP10 ENSG00000224723
SPANXA1 ENSG00000198021
CDH23-AS1 ENSG00000223817
RPL37P4 ENSG00000230198
KCNJ6-AS1 ENSG00000233213
IFT27 ENSG00000100360
DSCR4-IT1 ENSG00000223608
SPANXA2 ENSG00000203926
C1QBPP1 ENSG00000215353
HTN3 ENSG00000205649
CHST4 ENSG00000140835
PRPF38AP2 ENSG00000236582
LINC01683 ENSG00000233480
HIST1H4H ENSG00000158406
CDH23 ENSG00000107736
LINC02197 ENSG00000281321
PPIAP37 ENSG00000226003
HIST1H3PS1 ENSG00000220875
PMCHL2 ENSG00000280840
TAT ENSG00000198650
EIF1AD ENSG00000175376
ITLN1 ENSG00000179914
CD93 ENSG00000125810
LYAR ENSG00000145220
MCCC2 ENSG00000131844
NDUFS4 ENSG00000164258
TMEM164 ENSG00000157600
LINC00656 ENSG00000233746
COL4A1 ENSG00000187498
MIR7515HG ENSG00000236172
OR5K1 ENSG00000232382
XRN1 ENSG00000114127
RBMX2P2 ENSG00000213423
RMDN3 ENSG00000137824
GPI ENSG00000282019
SPANXC ENSG00000198573
ADAMTS9-AS2 ENSG00000241684
ACTBP7 ENSG00000185607
PIN4P1 ENSG00000227973
ZNF23 ENSG00000167377
SNX18P14 ENSG00000235571
RHOXF1P2 ENSG00000282850
COX11 ENSG00000166260
LINC01068 ENSG00000227676
DPPA5 ENSG00000203909
AKAP14 ENSG00000186471
ADAMTS9 ENSG00000163638
ITLN2 ENSG00000158764
NELL1 ENSG00000165973
LINC01038 ENSG00000229011
METTL9 ENSG00000197006
DMRT1 ENSG00000137090
XGY1 ENSG00000227447
SLC29A4 ENSG00000164638
LINC00382 ENSG00000229175
KHDC3L ENSG00000203908
UPF2 ENSG00000151461
GABRA2 ENSG00000151834
KIR3DL3 ENSG00000276328
PAIP1P1 ENSG00000228199
TRIM26 ENSG00000230230
LLGL2 ENSG00000073350
ANKRD20A8P ENSG00000229089
ZER1 ENSG00000160445
ZNF839 ENSG00000022976
DMRT3 ENSG00000064218
LINC02812 ENSG00000230138
LINC01103 ENSG00000234781
LIPG ENSG00000101670
RTL9 ENSG00000243978
FHL1 ENSG00000022267
LINC01102 ENSG00000235597
RHOXF1P1 ENSG00000234493
SLC25A3P1 ENSG00000236253
WASH7P ENSG00000227232
RHOXF1P3 ENSG00000282933
DDX11L1 ENSG00000223972
AMMECR1 ENSG00000101935
NKAP ENSG00000101882
SCARA5 ENSG00000168079
DMRTB1 ENSG00000143006
OOEP-AS1 ENSG00000231332
RPS6P8 ENSG00000224221
MIR1302-2HG ENSG00000243485
CGAS ENSG00000164430
FAM138A ENSG00000237613
TNRC18 ENSG00000182095
OR4G4P ENSG00000268020
KCNQ1DN ENSG00000237941
OR4G11P ENSG00000240361
IGSF6 ENSG00000140749
ZNF19 ENSG00000157429
DDX43 ENSG00000080007
DOK4 ENSG00000125170
LINC01992 ENSG00000260019
CHRM5 ENSG00000184984
AMMECR1-IT1 ENSG00000224142
GNG5P2 ENSG00000133136
AVEN ENSG00000169857
LINC01080 ENSG00000281721
IDE ENSG00000119912
TMEM243 ENSG00000135185
MMAB ENSG00000139428
OR4F5 ENSG00000186092
SH3RF2 ENSG00000156463
MTG2 ENSG00000101181
OOEP ENSG00000203907
FAT1 ENSG00000083857
LINC02573 ENSG00000233236
TGM1 ENSG00000092295
PEX2 ENSG00000164751
FDPSP6 ENSG00000233676
ABCB6 ENSG00000115657
RPL39P3 ENSG00000235174
BANK1 ENSG00000153064
WRNIP1 ENSG00000124535
LINC02105 ENSG00000250447
OXSR1 ENSG00000172939
SPANXD ENSG00000196406
GRXCR2 ENSG00000204928
CINP ENSG00000100865
LRP2 ENSG00000081479
RPEP3 ENSG00000230833
HACD1 ENSG00000165996
MAGEC3 ENSG00000165509
FAM76A ENSG00000009780
THAP11 ENSG00000168286
DERL1 ENSG00000136986
ADAMTS9-AS1 ENSG00000241158
SUMO2P1 ENSG00000235238
NUTF2 ENSG00000102898
C1QTNF3-AMACR ENSG00000273294
SLC44A4 ENSG00000203463
ASS1P9 ENSG00000217791
C1QTNF3 ENSG00000082196
ZNF204P ENSG00000204789
HRH3 ENSG00000101180
ID1 ENSG00000125968
IL9RP2 ENSG00000232420
PRAME ENSG00000185686
TAT-AS1 ENSG00000260886
POLR3A ENSG00000148606
RBM25 ENSG00000119707
OR2AD1P ENSG00000227626
FTO ENSG00000140718
OR2W1 ENSG00000234101
KRT18P2 ENSG00000234439
RPS3AP1 ENSG00000233206
FTLP17 ENSG00000228347
MTCO1P48 ENSG00000237055
MTCO3P45 ENSG00000232128
RPS24P6 ENSG00000233158
CDK4P1 ENSG00000225036
UQCRHP1 ENSG00000227650
TEKT4 ENSG00000163060
TNF ENSG00000230108
STAM-AS1 ENSG00000260589
AMACR ENSG00000242110
MRPS36P2 ENSG00000249539
C6orf47-AS1 ENSG00000227198
LINC01676 ENSG00000230768
C6orf47 ENSG00000204439
COL4A2-AS1 ENSG00000232814
ADCYAP1R1 ENSG00000078549
CBWD2 ENSG00000136682
RPL31P28 ENSG00000219863
MMS22L ENSG00000146263
GPR79 ENSG00000232374
OC90 ENSG00000253117
PRRC1 ENSG00000164244
BTBD10 ENSG00000148925
HHLA1 ENSG00000132297
SEPTIN2P1 ENSG00000227850
BANF1 ENSG00000175334
CACNA1F ENSG00000102001
MVK ENSG00000110921
LINC01677 ENSG00000233047
PLD2 ENSG00000129219
RPL31P33 ENSG00000218049
DLK1 ENSG00000185559
NAT9 ENSG00000109065
LINC02250 ENSG00000235731
SLC16A14 ENSG00000163053
HIGD1AP18 ENSG00000253952
HLA-E ENSG00000236632
MS4A6A ENSG00000110077
TBC1D31 ENSG00000156787
MAGEC1 ENSG00000155495
PKIA-AS1 ENSG00000254266
CICP27 ENSG00000233750
POLR2C ENSG00000102978
PKIA ENSG00000171033
CDKN1C ENSG00000129757
GAS2L2 ENSG00000270765
HCG18 ENSG00000228894
RPL22P12 ENSG00000216867
MAGEC2 ENSG00000046774
RASL10B ENSG00000270885
RPS27AP8 ENSG00000237483
RPGRIP1L ENSG00000103494
FNDC3B ENSG00000075420
ZBTB49 ENSG00000168826
CCNE1 ENSG00000105173
MSANTD3 ENSG00000066697
MMP28 ENSG00000271447
AIF1 ENSG00000235985
FAM210B ENSG00000124098
USF1P1 ENSG00000226501
IFNAR1 ENSG00000142166
CHCHD1 ENSG00000172586
AIF1 ENSG00000237727
CPEB2 ENSG00000137449
LINC00348 ENSG00000226846
COQ9 ENSG00000088682
CRTAP ENSG00000170275
MSANTD3-TMEFF1 ENSG00000251349
ABHD17A ENSG00000129968
TMEFF1 ENSG00000241697
TMTC4 ENSG00000125247
TBXA2R ENSG00000006638
HCG17 ENSG00000241701
DMTF1 ENSG00000135164
SMUG1P1 ENSG00000267444
DNAJC12 ENSG00000108176
NANOGP3 ENSG00000271373
PPIAP82 ENSG00000213455
RPP21 ENSG00000241863
UBE2V2P3 ENSG00000238199
UBIAD1 ENSG00000120942
OR2P1P ENSG00000225838
PEF1 ENSG00000162517
ZNF391 ENSG00000124613
CCDC83 ENSG00000150676
SSTR3 ENSG00000278195
MTND5P5 ENSG00000251149
SCAMP2 ENSG00000140497
FGD3 ENSG00000127084
DNAJC19P1 ENSG00000237141
IGLV2-34 ENSG00000253120
IGLV2-33 ENSG00000211656
BLM ENSG00000197299
STK25 ENSG00000115694
IGLV3-32 ENSG00000211657
SAR1AP1 ENSG00000226657
IGLV3-31 ENSG00000253920
IGLV3-30 ENSG00000253329
RABEPKP1 ENSG00000225801
HCN2 ENSG00000099822
ARGFXP1 ENSG00000240058
OR2B3 ENSG00000233180
RPL12P8 ENSG00000219932
LINC02201 ENSG00000251538
NLK ENSG00000087095
BCRP4 ENSG00000215456
HCRTR1 ENSG00000121764
RAC2 ENSG00000128340
PRDX2P4 ENSG00000213177
RAB40A ENSG00000172476
LTB ENSG00000238114
GGTLC2 ENSG00000100121
LINC02569 ENSG00000235801
LTK ENSG00000062524
RPL23AP27 ENSG00000225669
DHTKD1 ENSG00000181192
TRPC5OS ENSG00000204025
PANTR1 ENSG00000233639
NTAN1 ENSG00000275779
LINC01230 ENSG00000281769
ADGRE3 ENSG00000131355
SF3B5 ENSG00000169976
COL16A1 ENSG00000084636
SELENOF ENSG00000183291
MRPL42P3 ENSG00000219297
RPS29P22 ENSG00000240873
ZNF311 ENSG00000235178
SLC22A18AS ENSG00000254827
RAC1P2 ENSG00000249936
HLA-L ENSG00000243492
SI ENSG00000090402
HTN1 ENSG00000126550
COX7B2 ENSG00000170516
DDX18P1 ENSG00000259165
TRPC5 ENSG00000072315
TRIM39 ENSG00000224994
DCAF5 ENSG00000139990
MTND1P4 ENSG00000230764
F11R ENSG00000158769
HMGB3P11 ENSG00000213301
RAVER2 ENSG00000162437
SLC22A18 ENSG00000110628
HEATR6 ENSG00000068097
MTND2P6 ENSG00000237309
OR2AD1P ENSG00000225048
LINC01114 ENSG00000234177
ST6GALNAC4P1 ENSG00000233469
ST8SIA5 ENSG00000101638
OR2W1 ENSG00000229328
POM121L1P ENSG00000183169
DPRXP7 ENSG00000271464
CARTPT ENSG00000164326
RTL4 ENSG00000187823
SIRT2 ENSG00000068903
OR2P1P ENSG00000237608
LINC01359 ENSG00000226891
MTCO3P4 ENSG00000228851
LHFPL1 ENSG00000182508
PPIAP58 ENSG00000267258
SAR1AP1 ENSG00000229179
STX11 ENSG00000135604
TPT1P4 ENSG00000217027
MTND4P5 ENSG00000227584
MTCYBP45 ENSG00000224338
STX12 ENSG00000117758
MTATP6P14 ENSG00000233449
OR2B3 ENSG00000225736
MTCO1P14 ENSG00000232551
MIR200CHG ENSG00000257084
LINC01661 ENSG00000237460
OR2J1 ENSG00000226192
DMRT2 ENSG00000173253
PRMT6 ENSG00000198890
OR2J3 ENSG00000229866
PDXDC1 ENSG00000275498
RPL38P4 ENSG00000250562
NPTX2 ENSG00000106236
GLIS1 ENSG00000174332
MTND5P7 ENSG00000230531
ATL2 ENSG00000119787
MXI1 ENSG00000119950
OR2J2 ENSG00000232945
CCT7 ENSG00000135624
COX5BP6 ENSG00000237082
PTH ENSG00000152266
BNIP3P31 ENSG00000279984
PHB2 ENSG00000215021
CPOX ENSG00000080819
SPESP1 ENSG00000258484
POMT2 ENSG00000009830
ANO5 ENSG00000171714
IQCJ-SCHIP1-AS1 ENSG00000241211
ZNF706 ENSG00000120963
IQCJ ENSG00000214216
HMGB1P19 ENSG00000253463
CDK2 ENSG00000123374
PLAC8L1 ENSG00000173261
PPP1R8 ENSG00000117751
JAK1 ENSG00000162434
LILRP2 ENSG00000274842
NCAPD2 ENSG00000010292
ADGRE2 ENSG00000127507
TSTD1 ENSG00000215845
BFSP2-AS1 ENSG00000249993
LILRP1 ENSG00000277921
IL7 ENSG00000104432
TMEM108 ENSG00000144868
RPL35P3 ENSG00000219902
SLC25A1P1 ENSG00000254479
PREP ENSG00000085377
FCN3 ENSG00000142748
LARS ENSG00000133706
SUSD5 ENSG00000173705
CACTIN ENSG00000105298
CASC4 ENSG00000166734
TRIM26BP ENSG00000223840
IQCJ-SCHIP1 ENSG00000283154
ZMYM5 ENSG00000132950
USP9Y ENSG00000114374
DYSF ENSG00000135636
ANP32A ENSG00000140350
ATP5MC1P3 ENSG00000242244
LINC02605 ENSG00000261618
USF1 ENSG00000158773
LINC01391 ENSG00000244578
LINC02844 ENSG00000253679
THAP12P7 ENSG00000253919
NPM1P13 ENSG00000232492
ZNF729 ENSG00000279552
ZC2HC1A ENSG00000104427
BFSP2 ENSG00000170819
ZNF813 ENSG00000198346
WFDC21P ENSG00000261040
NACA4P ENSG00000228224
ZSWIM8 ENSG00000214655
BMPER ENSG00000164619
HDAC9 ENSG00000048052
DUXAP2 ENSG00000254063
RPL35AP33 ENSG00000241334
BNIP3P30 ENSG00000279350
LINC02023 ENSG00000239205
POLR2A ENSG00000181222
ZNF676 ENSG00000276219
MCFD2P1 ENSG00000237154
OR2J1 ENSG00000234804
SLITRK3 ENSG00000121871
TPM3P6 ENSG00000250731
OR2J3 ENSG00000232178
VN1R85P ENSG00000280210
TPM3P9 ENSG00000241015
TMEM108-AS1 ENSG00000251011
IGLV3-29 ENSG00000253338
MTCYBP5 ENSG00000234671
IGLV2-28 ENSG00000253451
TMEM101 ENSG00000091947
ZNF761 ENSG00000160336
IGLV3-27 ENSG00000211658
OR2J4P ENSG00000228483
LINC02402 ENSG00000257510
RPSAP62 ENSG00000226299
IGLV3-26 ENSG00000253913
DCHS1 ENSG00000166341
IGLVVI-25-1 ENSG00000253779
IGLV3-25 ENSG00000211659
ZNF418 ENSG00000196724
AIFM3 ENSG00000183773
KIR2DS4 ENSG00000274324
MUSK ENSG00000030304
KIR2DL4 ENSG00000274945
DAPK3 ENSG00000167657
SCG3 ENSG00000104112
URI1 ENSG00000105176
HLA-Z ENSG00000225459
TSPAN11 ENSG00000110900
FOXL2 ENSG00000183770
HMGN2P36 ENSG00000228901
ZFP90 ENSG00000184939
FOXL2NB ENSG00000206262
HMGB3P30 ENSG00000213652
NSMF ENSG00000165802
MS4A4A ENSG00000110079
ZNF256 ENSG00000152454
SCHIP1 ENSG00000151967
CSN1S2AP ENSG00000234124
PDXK ENSG00000160209
SHROOM2P1 ENSG00000226863
CDY4P ENSG00000228411
PRRC2A ENSG00000226618
KIR2DL1 ENSG00000277616
MED14P1 ENSG00000233774
RPS27AP14 ENSG00000236594
SIRT1 ENSG00000096717
PMEL ENSG00000185664
GUSBP12 ENSG00000169325
MRPL51 ENSG00000111639
COL6A1 ENSG00000142156
CACTIN-AS1 ENSG00000226800
OR2G1P ENSG00000224990
RPL9P32 ENSG00000242100
NUGGC ENSG00000189233
KIF11 ENSG00000138160
NFKBIB ENSG00000104825
OR2U1P ENSG00000233168
ENG ENSG00000106991
KIR3DL1 ENSG00000276501
VSTM2L ENSG00000132821
HSPA9 ENSG00000113013
TUBGCP3 ENSG00000282003
MS4A4E ENSG00000214787
DISP3 ENSG00000204624
LINC002481 ENSG00000246526
RPL11P4 ENSG00000184111
DYNC2LI1 ENSG00000138036
PRR27 ENSG00000187533
EIF2S2P3 ENSG00000236493
C1QTNF7 ENSG00000163145
AJUBA ENSG00000129474
COX4I2 ENSG00000131055
HMGXB4 ENSG00000100281
RPL7P32 ENSG00000231006
DNAJB9 ENSG00000128590
HS2ST1 ENSG00000153936
FAM222A ENSG00000139438
TTC7B ENSG00000165914
RNF19B ENSG00000116514
IGLV3-24 ENSG00000253822
IGLV2-23 ENSG00000211660
MTDHP5 ENSG00000279661
FAM222A-AS1 ENSG00000255650
PNPLA8 ENSG00000135241
CLC ENSG00000105205
LINC01140 ENSG00000267272
NGDN ENSG00000129460
ASTN2 ENSG00000148219
PPP1R13B ENSG00000088808
ARHGAP30 ENSG00000186517
DES ENSG00000175084
ATAD2 ENSG00000156802
SCRIB ENSG00000274287
S100P ENSG00000163993
LINC02801 ENSG00000284240
LINC01322 ENSG00000244128
MAP1B ENSG00000131711
OR1L1 ENSG00000173679
IGFBP6 ENSG00000167779
HAUS4 ENSG00000092036
OR1L3 ENSG00000171481
ZNF333 ENSG00000160961
DDX11 ENSG00000013573
TLK1P1 ENSG00000226783
FARP2 ENSG00000006607
HLA-DMA ENSG00000243189
GALNT16 ENSG00000100626
OR1L4 ENSG00000136939
OR1L6 ENSG00000171459
MRFAP1L1 ENSG00000178988
SKA2P1 ENSG00000232387
MYO5B ENSG00000167306
LZTR1 ENSG00000099949
TLE5 ENSG00000104964
BCHE ENSG00000114200
BLOC1S4 ENSG00000186222
FAM47A ENSG00000185448
FTH1P14 ENSG00000185638
SENP1 ENSG00000079387
CSDC2 ENSG00000172346
NDST2 ENSG00000166507
LMO4 ENSG00000143013
PPIAP60 ENSG00000226961
NT5CP1 ENSG00000258524
GXYLT1P1 ENSG00000282037
ACOT4 ENSG00000177465
RPL15P1 ENSG00000227343
CNN2P12 ENSG00000282611
ZNF965P ENSG00000282352
RIOX1 ENSG00000170468
CD164L2 ENSG00000174950
PMM1 ENSG00000100417
NT5CP2 ENSG00000258408
HLA-DMB ENSG00000239329
ATP9B ENSG00000166377
ACOT1 ENSG00000184227
LINC00570 ENSG00000224177
PPP1R35 ENSG00000160813
ZFYVE21 ENSG00000100711
DRC1 ENSG00000157856
CLDND1 ENSG00000080822
TMEM104 ENSG00000109066
SPANXN4 ENSG00000189326
ZSWIM8-AS1 ENSG00000272589
ATP5MC2 ENSG00000135390
SLC2A3P2 ENSG00000185031
NECTIN4 ENSG00000143217
ACOT2 ENSG00000119673
SV2B ENSG00000185518
IMPDH1P6 ENSG00000254294
PET117 ENSG00000232838
IL17RD ENSG00000144730
DUTP2 ENSG00000254388
C8orf86 ENSG00000196166
PPIAP55 ENSG00000228979
KAT14 ENSG00000149474
PCGF7P ENSG00000275641
PGBD4P6 ENSG00000226064
MTND2P39 ENSG00000230130
KLHL3 ENSG00000146021
ZNF92P2 ENSG00000274875
MTND1P33 ENSG00000235539
CEACAM7 ENSG00000280501
SPANXN3 ENSG00000189252
OR5C1 ENSG00000148215
RHAG ENSG00000112077
HEATR4 ENSG00000187105
SERPINB1 ENSG00000021355
BRD2 ENSG00000234704
DNAJC19P3 ENSG00000281659
NDUFAB1 ENSG00000004779
THAP5 ENSG00000177683
RPL39P26 ENSG00000240454
FAR1-IT1 ENSG00000254791
OR1K1 ENSG00000165204
FAR1 ENSG00000197601
PDCL ENSG00000136940
KLHDC9 ENSG00000162755
OR2U2P ENSG00000234351
RPS27P21 ENSG00000240759
FOXD4L1 ENSG00000184492
LINC02451 ENSG00000257164
SSTR1 ENSG00000139874
ARL15 ENSG00000185305
HHEX ENSG00000152804
SNHG22 ENSG00000267322
TRIP6 ENSG00000087077
TMEM198 ENSG00000188760
LINC01364 ENSG00000227290
FAM160A1-DT ENSG00000251611
C8orf89 ENSG00000274443
PFKM ENSG00000152556
NDC1 ENSG00000058804
ACOT6 ENSG00000205669
ADAD1P2 ENSG00000267511
LINC02836 ENSG00000237567
PIP4K2A ENSG00000150867
TMEM47 ENSG00000147027
PRXL2AP2 ENSG00000254213
ACAA2 ENSG00000167315
LINC00320 ENSG00000224924
NDUFB8P1 ENSG00000258972
PYY2 ENSG00000237575
CHPF ENSG00000123989
ERVE-1 ENSG00000267259
LINC02259 ENSG00000259783
LINC01961 ENSG00000234148
AKR1C1 ENSG00000187134
CEACAM4 ENSG00000274131
LINC02374 ENSG00000249747
HTRA3 ENSG00000170801
AMOT ENSG00000126016
LINC02514 ENSG00000250042
LINC02515 ENSG00000250620
RTKN2 ENSG00000182010
DNAJC19P2 ENSG00000281505
CEACAMP3 ENSG00000280470
PAQR3 ENSG00000163291
CYP4F34P ENSG00000282782
ELOCP19 ENSG00000241975
RPL36AP10 ENSG00000237959
SNX18P26 ENSG00000282677
AK2 ENSG00000004455
LINC00328-2P ENSG00000282536
PKN2-AS1 ENSG00000237505
LINC01626 ENSG00000223765
PAIP1P1 ENSG00000228227
NIT1 ENSG00000158793
NTNG1 ENSG00000162631
TRIM26 ENSG00000137313
CEACAM21 ENSG00000278565
EIF4E2P2 ENSG00000244157
ANKRD20A9P ENSG00000282715
CENPK ENSG00000123219
KRT19P1 ENSG00000218014
LINC02450 ENSG00000257114
ACE ENSG00000159640
HDAC4-AS1 ENSG00000222020
IGLVVI-22-1 ENSG00000253546
PKN2 ENSG00000065243
FGF7 ENSG00000140285
IGLV3-22 ENSG00000211661
TSC22D4 ENSG00000166925
IGLV3-21 ENSG00000211662
LINC02492 ENSG00000250590
MRPS36P5 ENSG00000257927
IGLVI-20 ENSG00000254240
LINC02461 ENSG00000258331
IGLV3-19 ENSG00000211663
HDAC4 ENSG00000068024
PGM5P4 ENSG00000225398
IGLV2-18 ENSG00000211664
PGM5P4-AS1 ENSG00000231943
SETD4 ENSG00000185917
IGLV3-17 ENSG00000253152
IGLV3-16 ENSG00000211665
OR14J1 ENSG00000237777
SERPINB9P1 ENSG00000230438
LINC01647 ENSG00000235643
BMP2K ENSG00000138756
CDV3 ENSG00000091527
C7orf61 ENSG00000185955
B4GAT1 ENSG00000174684
GRK1 ENSG00000281988
CLEC14A ENSG00000176435
FAM227B ENSG00000166262
IFIT5 ENSG00000152778
CMBL ENSG00000164237
LINC00552 ENSG00000282664
TMEM255B ENSG00000282107
THEMIS2 ENSG00000130775
SNX2 ENSG00000205302
SLITRK4 ENSG00000179542
RTKN ENSG00000114993
HNRNPH1P2 ENSG00000213924
PFDN2 ENSG00000143256
SPANXN2 ENSG00000268988
FBXO44 ENSG00000132879
SLC29A2 ENSG00000174669
RNF5P1 ENSG00000253570
DEDD ENSG00000158796
RIBC1 ENSG00000158423
EXD2 ENSG00000081177
SMIM6 ENSG00000259120
GAP43 ENSG00000172020
RNF4 ENSG00000063978
TMPRSS2 ENSG00000184012
SMIM5 ENSG00000204323
LEUTX ENSG00000213921
ATP10A ENSG00000206190
MAL ENSG00000172005
GRIN2C ENSG00000161509
GPR3 ENSG00000181773
KRT18P67 ENSG00000233425
RECQL5 ENSG00000108469
TMEM130 ENSG00000166448
RPL23AP80 ENSG00000213035
SMC1A ENSG00000072501
TRIM32 ENSG00000119401
PHLPP2 ENSG00000040199
ZFP69B ENSG00000187801
LINC00487 ENSG00000205837
SIM1 ENSG00000112246
ASTN2-AS1 ENSG00000229105
TBC1D13 ENSG00000107021
CAPZA2 ENSG00000198898
LPAR1 ENSG00000198121
CEACAMP10 ENSG00000241104
GALK2 ENSG00000156958
LINC01215 ENSG00000271856
CNOT3 ENSG00000277600
RPL10P3 ENSG00000230734
PSG9 ENSG00000183668
THAP12P5 ENSG00000218020
NRIR ENSG00000225964
UBE2NL ENSG00000276380
GOLGA6B ENSG00000215186
RRM2P4 ENSG00000235598
HNRNPCP10 ENSG00000215054
CYCSP44 ENSG00000233548
DCTD ENSG00000129187
FBXO2 ENSG00000116661
SERPINF2 ENSG00000276838
ZNF738 ENSG00000172687
SPANXN1 ENSG00000203923
ADAMTS20 ENSG00000173157
BDP1 ENSG00000274803
ZNF184 ENSG00000096654
VN1R80P ENSG00000268598
VN1R82P ENSG00000268995
SLITRK2 ENSG00000185985
LINC00664 ENSG00000268658
OR2J2 ENSG00000231676
CBR1 ENSG00000159228
TOM1 ENSG00000100284
EZH2 ENSG00000106462
LINC02517 ENSG00000249145
LINC01480 ENSG00000280540
SOAT2 ENSG00000167780
LSM12 ENSG00000161654
ZNF714 ENSG00000160352
IGLV3-15 ENSG00000253786
OR2J4P ENSG00000226610
FAM138B ENSG00000226516
LINC00411 ENSG00000229599
PLEKHA3P1 ENSG00000274857
IGLV2-14 ENSG00000211666
FOSL2 ENSG00000075426
DDX6P1 ENSG00000228197
HNRNPA1P1 ENSG00000218347
NALCN-AS1 ENSG00000233009
ARF4P3 ENSG00000214051
IGLV3-13 ENSG00000253590
OR2K2 ENSG00000171133
RIMKLBP1 ENSG00000189089
IGLV3-12 ENSG00000211667
ACE3P ENSG00000224353
OR2U1P ENSG00000237366
TAF9P3 ENSG00000267692
TTI1 ENSG00000101407
NALCN ENSG00000102452
TRPV4 ENSG00000111199
POLRMT ENSG00000099821
RPL3P9 ENSG00000240540
OR2G1P ENSG00000225150
SNRPCP20 ENSG00000267182
CCDC114 ENSG00000105479
FAM47B ENSG00000189132
BBS4 ENSG00000140463
CD83P1 ENSG00000219738
LINC01570 ENSG00000260338
VN1R81P ENSG00000268357
CENPUP1 ENSG00000255075
SIAH1P1 ENSG00000230227
MRPL17 ENSG00000158042
IGLV2-11 ENSG00000211668
TMEM170B ENSG00000205269
BNIP3P26 ENSG00000268705
LINC01564 ENSG00000235899
